(27, 0.016597510373443983, -0.4944046271847101, -13.625, 0.6424210858585859, 4, 0, 0.2786885245901639)
(47, 0.05855855855855857, 1.216216216216216, 0.6875, 0.5282634032634033, 13, 0, 0.12727272727272726)
(22, 0.017341040462427744, -0.20336311087756176, -8.5, 0.39666666666666667, 3, 0, 0.06666666666666667)
(55, 0.0728155339805825, 0.8113730929264908, -7.25, 0.3089814814814814, 15, 0, 0.3103448275862069)
(43, 0.014245014245014245, 1.883190883190883, -41.75, 0.6445454545454545, 5, 0, 0.14942528735632185)
(94, 0.07865168539325842, 3.1732929991356955, 2.75, 0.21379870129870132, 21, 0, 0.1774193548387097)
(24, 0.024844720496894408, -0.9254658385093167, -10.625, 0.4194444444444444, 4, 0, 0.16666666666666666)
(62, 0.00425531914893617, -0.8989921612541992, 0, 0.3653743315508021, 1, 0, 0.16666666666666666)
(24, 0.037634408602150546, -0.4115890083632019, 0, 0.4467857142857143, 7, 0, 0.14285714285714285)
(40, 0.03896103896103896, 0.38030303030303025, -9.375, 0.6077879489337822, 9, 0, 0.2542372881355932)
(46, 0.0892857142857143, 0.22420634920634913, -4.5, 0.6111574074074074, 15, 0, 0.4339622641509434)
(40, 0.024999999999999998, -0.1586240310077519, -3.875, 0.5300143298059965, 6, 0, 0.16666666666666666)
(56, 0.0594795539033457, 4.381660470879801, -1.9166666666666667, 0.5195075757575758, 16, 0, 0.05970149253731343)
(52, 0.02542372881355932, 1.7986604702022964, -3.0, 0.3728282828282828, 6, 0, 0.017543859649122806)
(46, 0.06074766355140187, 1.298664886515354, 0, 0.16931623931623932, 13, 0, 0.11764705882352941)
(20, 0.03278688524590164, 0.08306010928961752, 0, 0.6686111111111112, 4, 0, 0.16129032258064516)
(65, 0.014285714285714285, 0.17379790940766549, 0.5, 0.48916666666666664, 5, 0, 0.047058823529411764)
(44, 0.06629834254143646, 0.6478346105863483, -3.5833333333333335, 0.4886047979797979, 12, 0, 0.17073170731707318)
(35, 0.044871794871794865, -0.3528428093645485, 0, 0.42062229437229437, 7, 0, 0.1111111111111111)
(51, 0.08762886597938144, 2.7820324005891015, -1.5, 0.330837789661319, 17, 0, 0.14285714285714285)
